ARRAY_S0,ARRAY_S1,ARRAY_S2,ARRAY_S3,ARRAY_S4,ARRAY_S5,ARRAY_S6,ARRAY_S7,ARRAY_S8,ARRAY_S9,MOX_1,MOX_2,MOX_3,MOX_4,SHT_HUMID,SHT_TEMP,DATETIME,CLASS_NAME,SAMPLE_INDEX,
26450,30490,36363,29005,676412,3124124,506627,2037,9916,4535,1829,370393,205854,525,38902,27813,2024-03-04 14:03:37,Open Chamber (Ambient Air),1974,
26449,30478,36400,28977,677156,3105479,506656,2035,9911,4532,1930,370353,205306,571,38792,27850,2024-03-04 14:03:52,Open Chamber (Ambient Air),1974,
26438,30464,36363,28993,675502,3115160,508562,2033,9908,4529,1961,374043,206119,582,38820,27837,2024-03-04 14:04:07,Open Chamber (Ambient Air),1974,
26421,30477,36359,28986,675432,3063823,508368,2037,9907,4530,1972,375907,206736,597,38769,27872,2024-03-04 14:04:21,Open Chamber (Ambient Air),1974,
26407,30445,36405,28963,674735,3109877,508036,2035,9901,4527,2000,377800,207182,600,38782,27888,2024-03-04 14:04:37,Open Chamber (Ambient Air),1974,
26417,30469,36389,28965,675436,3043513,506835,2033,9898,4527,1967,374093,207160,595,38677,27909,2024-03-04 14:04:51,Open Chamber (Ambient Air),1974,
26421,30450,36377,28937,676820,3147637,508456,2034,9895,4525,1978,376171,207549,601,38656,27925,2024-03-04 14:05:06,Open Chamber (Ambient Air),1974,
26416,30457,36383,28965,675718,3025096,506966,2034,9890,4523,2021,379657,208333,616,38624,27925,2024-03-04 14:05:21,Open Chamber (Ambient Air),1974,
26418,30457,36352,28952,674708,3124775,507898,2030,9890,4521,2020,377459,208312,617,38563,27981,2024-03-04 14:05:36,Open Chamber (Ambient Air),1974,
26428,30441,36370,28937,676584,3094834,508417,2032,9883,4521,2025,379192,208521,619,38628,27976,2024-03-04 14:05:50,Open Chamber (Ambient Air),1974,
26401,30469,36379,28912,676607,3089183,506126,2033,9885,4521,2020,378313,208416,618,38614,27968,2024-03-04 14:06:05,Open Chamber (Ambient Air),1974,
26407,30461,36364,28936,677653,3079338,507770,2028,9879,4517,1934,375638,208290,576,38589,27976,2024-03-04 14:06:20,Open Chamber (Ambient Air),1974,
26410,30445,36378,28946,675147,3101943,507716,2028,9878,4518,1915,370684,208415,572,38599,27992,2024-03-04 14:06:35,Open Chamber (Ambient Air),1974,
26406,30468,36413,28975,673750,3108191,502894,2027,9874,4516,1879,367080,208143,555,38540,27981,2024-03-04 14:06:49,Open Chamber (Ambient Air),1974,
26415,30462,36389,28932,671410,3088501,502975,2029,9875,4514,1855,367812,208334,543,38530,27962,2024-03-04 14:07:04,Open Chamber (Ambient Air),1974,
26416,30436,36405,28935,673868,3053351,505254,2028,9872,4518,1952,370409,208534,584,38509,27954,2024-03-04 14:07:19,Open Chamber (Ambient Air),1974,
26410,30427,36387,28943,673336,3115110,503106,2028,9870,4515,1943,370298,208723,582,38507,27962,2024-03-04 14:07:34,Open Chamber (Ambient Air),1974,
26412,30418,36401,28969,673016,3049897,505491,2027,9871,4513,1870,366440,208837,553,38551,27949,2024-03-04 14:07:49,Open Chamber (Ambient Air),1974,
26405,30415,36400,28943,673350,3072951,507369,2027,9870,4513,1899,366202,209287,564,38517,27952,2024-03-04 14:08:04,Open Chamber (Ambient Air),1974,
26408,30425,36352,28944,672999,3079772,502285,2027,9865,4511,1908,369111,209345,567,38454,27973,2024-03-04 14:08:18,Open Chamber (Ambient Air),1974,
26397,30440,36352,28941,674953,3063304,500439,2026,9866,4511,1894,367500,209666,561,38452,27925,2024-03-04 14:08:33,Open Chamber (Ambient Air),1974,
26395,30436,36348,28921,673181,3116740,504035,2025,9866,4509,1820,362815,209200,535,38450,27941,2024-03-04 14:08:48,Open Chamber (Ambient Air),1974,
26397,30432,36341,28911,673472,3122033,503900,2026,9868,4512,1822,360685,209329,536,38525,27944,2024-03-04 14:09:03,Open Chamber (Ambient Air),1974,
26395,30410,36409,28885,674677,3089830,501994,2023,9870,4510,1875,363251,209382,561,38517,27904,2024-03-04 14:09:17,Open Chamber (Ambient Air),1974,
26411,30432,36390,28917,676895,3112597,504440,2025,9866,4508,1932,366680,209978,581,38467,27914,2024-03-04 14:09:32,Open Chamber (Ambient Air),1974,
26401,30454,36376,28870,674993,3109253,502569,2024,9861,4509,1886,366144,210516,568,38486,27925,2024-03-04 14:09:47,Open Chamber (Ambient Air),1974,
26404,30432,36368,28940,673199,3072168,501023,2023,9862,4508,1858,363934,210203,560,38555,27882,2024-03-04 14:10:02,Open Chamber (Ambient Air),1974,
26405,30433,36383,28957,672554,3118422,500302,2021,9862,4506,1958,367388,211218,598,38452,27925,2024-03-04 14:10:17,Open Chamber (Ambient Air),1974,
26399,30442,36365,28944,673434,3139792,501773,2024,9859,4506,1952,369364,211045,599,38498,27880,2024-03-04 14:10:32,Open Chamber (Ambient Air),1974,
26401,30420,36374,28912,672198,3078952,502906,2021,9856,4503,1939,368381,211337,595,38462,27901,2024-03-04 14:10:46,Open Chamber (Ambient Air),1974,
26393,30418,36349,28901,674065,3093919,498747,2021,9858,4504,1988,370411,211692,616,38496,27909,2024-03-04 14:11:01,Open Chamber (Ambient Air),1974,
26388,30415,36393,28902,673759,3105097,498324,2021,9852,4502,1910,365777,212077,585,38469,27869,2024-03-04 14:11:31,Open Chamber (Ambient Air),1974,
26390,30438,36382,28881,671720,3083206,500824,2019,9853,4500,1927,366462,212299,586,38479,27880,2024-03-04 14:11:46,Open Chamber (Ambient Air),1974,
26376,30396,36373,28890,675804,3093812,500222,2020,9856,4501,1936,368287,212690,594,38458,27861,2024-03-04 14:12:00,Open Chamber (Ambient Air),1974,
26378,30425,36376,28878,673185,3080421,497705,2018,9852,4502,1963,371745,213014,604,38473,27858,2024-03-04 14:12:15,Open Chamber (Ambient Air),1974,
26376,30435,36302,28863,673084,3053909,500937,2017,9858,4501,1972,372107,213555,607,38462,27813,2024-03-04 14:12:30,Open Chamber (Ambient Air),1974,
26385,30410,36346,28892,671003,3061428,500461,2018,9856,4501,1991,372706,213807,617,38486,27816,2024-03-04 14:12:45,Open Chamber (Ambient Air),1974,
26390,30394,36363,28899,673512,3026930,501555,2019,9850,4498,1987,373562,214319,614,38513,27834,2024-03-04 14:13:00,Open Chamber (Ambient Air),1974,
26390,30398,36369,28884,668961,3058738,501462,2018,9850,4501,1977,374884,214952,611,38460,27797,2024-03-04 14:13:15,Open Chamber (Ambient Air),1974,
26382,30423,36332,28892,674630,3074864,502711,2016,9847,4499,1969,372828,214683,612,38439,27797,2024-03-04 14:13:29,Open Chamber (Ambient Air),1974,
26387,30417,36308,28925,670656,3042601,497489,2018,9848,4495,1983,376730,215328,617,38479,27853,2024-03-04 14:13:59,Open Chamber (Ambient Air),1974,
26381,30392,36353,28925,675457,3088583,500309,2016,9847,4496,1958,372454,215786,608,38425,27818,2024-03-04 14:14:14,Open Chamber (Ambient Air),1974,
26376,30412,36331,28861,672962,3068062,499365,2017,9847,4496,1968,373022,215865,610,38389,27797,2024-03-04 14:14:28,Open Chamber (Ambient Air),1974,
26380,30418,36377,28892,673556,3012996,501635,2015,9842,4496,1723,352985,215829,568,38477,27786,2024-03-04 14:14:43,Open Chamber (Ambient Air),1974,
26379,30444,36332,28892,674690,3039422,497152,2016,9842,4495,1912,356787,215253,620,38464,27824,2024-03-04 14:14:58,Open Chamber (Ambient Air),1974,
26381,30433,36367,28888,675253,2998890,500160,2016,9842,4495,1977,366532,215370,641,38502,27813,2024-03-04 14:15:13,Open Chamber (Ambient Air),1974,
26385,30413,36331,28887,672503,3044585,498684,2015,9840,4493,2017,371436,216040,651,38435,27800,2024-03-04 14:15:28,Open Chamber (Ambient Air),1974,
26385,30411,36317,28890,676090,3040783,497608,2013,9841,4493,2044,374492,216320,665,38450,27832,2024-03-04 14:15:42,Open Chamber (Ambient Air),1974,
26377,30414,36309,28867,674072,3069653,498027,2012,9838,4494,2045,375365,216730,661,38452,27802,2024-03-04 14:15:57,Open Chamber (Ambient Air),1974,
26370,30394,36326,28864,677949,3068831,501927,2012,9843,4492,2040,375338,217111,660,38416,27789,2024-03-04 14:16:12,Open Chamber (Ambient Air),1974,
26380,30413,36360,28883,675771,3052398,501035,2013,9839,4492,2028,375055,217230,655,38486,27805,2024-03-04 14:16:27,Open Chamber (Ambient Air),1974,
26375,30379,36310,28889,673699,3054590,498407,2015,9836,4492,2033,375429,217832,656,38422,27778,2024-03-04 14:16:42,Open Chamber (Ambient Air),1974,
26369,30371,36272,28890,674971,3036598,498607,2011,9841,4492,2039,374957,218001,657,38435,27813,2024-03-04 14:16:57,Open Chamber (Ambient Air),1974,
26373,30386,36318,28907,672741,3059007,496917,2011,9833,4488,1993,373044,218230,634,38425,27778,2024-03-04 14:17:11,Open Chamber (Ambient Air),1974,
26366,30398,36282,28860,674302,3080684,500361,2010,9837,4487,2018,375290,218724,643,38435,27757,2024-03-04 14:17:41,Open Chamber (Ambient Air),1974,
26353,30397,36260,28859,672732,3105918,500935,2010,9833,4489,2004,375810,219231,634,38387,27776,2024-03-04 14:17:56,Open Chamber (Ambient Air),1974,
26373,30396,36195,28885,673492,3096706,502015,2010,9831,4486,1996,372767,219227,632,38427,27786,2024-03-04 14:18:11,Open Chamber (Ambient Air),1974,
26376,30416,36239,28861,672989,3100782,498148,2012,9828,4486,1994,373075,219591,631,38486,27776,2024-03-04 14:18:25,Open Chamber (Ambient Air),1974,
26364,30396,36284,28830,674367,3083744,498020,2011,9828,4483,2004,372239,219738,636,38452,27765,2024-03-04 14:18:40,Open Chamber (Ambient Air),1974,
26364,30408,36247,28837,672606,3088701,499744,2008,9825,4486,1999,373074,219957,630,38437,27778,2024-03-04 14:18:55,Open Chamber (Ambient Air),1974,
26366,30413,36206,28810,674477,3057357,497609,2010,9830,4484,1969,373359,220097,614,38410,27770,2024-03-04 14:19:10,Open Chamber (Ambient Air),1974,
26366,30400,36284,28865,673552,3058830,499010,2011,9824,4481,1981,373544,220157,619,38393,27797,2024-03-04 14:19:25,Open Chamber (Ambient Air),1974,
26355,30406,36280,28860,672715,3076358,503548,2009,9825,4484,1996,374185,220502,626,38458,27776,2024-03-04 14:19:39,Open Chamber (Ambient Air),1974,
26344,30389,36270,28850,673655,3063265,502664,2007,9825,4483,1990,374343,220690,626,38458,27781,2024-03-04 14:19:54,Open Chamber (Ambient Air),1974,
26343,30390,36272,28828,673225,3066990,504201,2008,9826,4480,1976,374718,221033,618,38378,27792,2024-03-04 14:20:09,Open Chamber (Ambient Air),1974,
26356,30401,36295,28865,673796,3104490,504688,2006,9822,4482,1960,373994,221232,609,38471,27778,2024-03-04 14:20:24,Open Chamber (Ambient Air),1974,
26357,30407,36212,28894,672778,3073246,501838,2006,9824,4482,1957,375235,221313,610,38431,27778,2024-03-04 14:20:39,Open Chamber (Ambient Air),1974,
26356,30394,36234,28869,673511,3082620,502528,2005,9825,4480,1962,373570,221540,613,38477,27733,2024-03-04 14:20:53,Open Chamber (Ambient Air),1974,
26352,30379,36265,28830,671865,3071057,498700,2007,9817,4477,1965,373421,221678,614,38414,27773,2024-03-04 14:21:08,Open Chamber (Ambient Air),1974,
26352,30379,36222,28850,672209,3090906,501991,2007,9815,4481,1979,374468,222032,618,38429,27773,2024-03-04 14:21:23,Open Chamber (Ambient Air),1974,
26354,30387,36217,28838,672233,3035176,503056,2004,9821,4479,1975,374650,222666,617,38406,27789,2024-03-04 14:21:38,Open Chamber (Ambient Air),1974,
26346,30380,36276,28881,672990,3062743,500779,2003,9817,4477,1966,374103,222417,611,38452,27733,2024-03-04 14:21:53,Open Chamber (Ambient Air),1974,
26344,30357,36226,28829,672290,3066303,503187,2006,9815,4477,1951,373888,222612,607,38403,27757,2024-03-04 14:22:07,Open Chamber (Ambient Air),1974,
26336,30386,36267,28871,672179,3037309,501606,2006,9820,4476,1965,375460,222624,612,38466,27749,2024-03-04 14:22:22,Open Chamber (Ambient Air),1974,
26338,30371,36224,28840,673497,3072315,503571,2006,9817,4475,1955,373913,222967,608,38401,27762,2024-03-04 14:22:37,Open Chamber (Ambient Air),1974,
26336,30375,36263,28785,673763,3045917,506180,2002,9811,4477,1971,373903,223046,616,38458,27776,2024-03-04 14:22:52,Open Chamber (Ambient Air),1974,
26334,30378,36190,28811,673091,3057748,501236,2001,9811,4477,1971,374526,223258,617,38456,27765,2024-03-04 14:23:07,Open Chamber (Ambient Air),1974,
26335,30379,36238,28806,670670,3071293,505595,2004,9813,4477,1960,374194,223509,616,38437,27765,2024-03-04 14:23:21,Open Chamber (Ambient Air),1974,
26341,30395,36203,28846,673248,3071725,502182,2003,9809,4473,1942,373419,223525,604,38452,27760,2024-03-04 14:23:36,Open Chamber (Ambient Air),1974,
26341,30389,36238,28809,671064,3050162,500924,2002,9808,4476,1941,372554,223904,606,38450,27757,2024-03-04 14:23:51,Open Chamber (Ambient Air),1974,
26334,30377,36233,28820,671092,3044134,502855,2000,9808,4473,1951,372470,223826,606,38429,27765,2024-03-04 14:24:06,Open Chamber (Ambient Air),1974,
26328,30356,36259,28830,671946,3057662,501400,2001,9805,4473,1957,375971,224155,613,38454,27781,2024-03-04 14:24:21,Open Chamber (Ambient Air),1974,
26329,30352,36251,28796,673631,3063249,502927,1999,9804,4471,1950,373012,224180,606,38429,27765,2024-03-04 14:24:35,Open Chamber (Ambient Air),1974,
26330,30379,36239,28820,673255,3125193,499023,2002,9806,4473,1949,373240,224345,610,38435,27754,2024-03-04 14:24:50,Open Chamber (Ambient Air),1974,
26327,30385,36234,28815,671045,3132631,501625,2000,9798,4469,1969,372925,225056,620,38456,27802,2024-03-04 14:25:05,Open Chamber (Ambient Air),1974,
26335,30368,36218,28818,673316,3111959,500342,1999,9800,4469,1938,373118,224699,604,38420,27768,2024-03-04 14:25:20,Open Chamber (Ambient Air),1974,
26325,30367,36238,28803,670221,3087456,499681,1999,9802,4470,1957,371861,225292,616,38488,27794,2024-03-04 14:25:35,Open Chamber (Ambient Air),1974,
26314,30382,36209,28765,671961,3026190,503496,1996,9804,4467,1972,373372,225188,621,38464,27776,2024-03-04 14:25:50,Open Chamber (Ambient Air),1974,
26331,30392,36243,28773,673346,3071052,501380,1999,9799,4467,1969,374848,225402,620,38445,27794,2024-03-04 14:26:04,Open Chamber (Ambient Air),1974,
26330,30390,36183,28800,672068,3074957,501160,1997,9797,4466,1951,372561,225598,615,38446,27757,2024-03-04 14:26:19,Open Chamber (Ambient Air),1974,
26327,30385,36255,28799,670111,3015958,500429,1999,9796,4466,1944,371534,225489,613,38454,27794,2024-03-04 14:26:34,Open Chamber (Ambient Air),1974,
26326,30371,36184,28762,672046,2993456,501416,2000,9796,4467,1964,373251,225800,621,38397,27765,2024-03-04 14:26:49,Open Chamber (Ambient Air),1974,
26320,30345,36190,28773,672523,3082922,501211,1996,9795,4464,1954,373620,225860,612,38507,27810,2024-03-04 14:27:03,Open Chamber (Ambient Air),1974,
26314,30366,36202,28766,674167,3029073,503196,1997,9788,4465,1950,372833,226623,611,38494,27800,2024-03-04 14:27:33,Open Chamber (Ambient Air),1974,
26326,30355,36233,28794,672115,3050682,502010,1996,9795,4464,1947,375082,226359,610,38401,27792,2024-03-04 14:27:48,Open Chamber (Ambient Air),1974,
26306,30365,36214,28782,670467,3078524,501533,1996,9793,4461,1958,372831,226426,617,38448,27808,2024-03-04 14:28:03,Open Chamber (Ambient Air),1974,
26319,30363,36224,28793,672600,3101169,503774,1995,9791,4463,1959,373852,226751,615,38399,27786,2024-03-04 14:28:17,Open Chamber (Ambient Air),1974,
26322,30341,36247,28772,672647,3066306,499533,1995,9791,4461,1942,372886,227371,612,38500,27792,2024-03-04 14:28:32,Open Chamber (Ambient Air),1974,
26299,30337,36195,28776,671474,3062941,502309,1994,9789,4462,1962,372328,226983,618,38410,27821,2024-03-04 14:28:47,Open Chamber (Ambient Air),1974,
26309,30340,36227,28771,672584,3088951,501485,1994,9786,4460,1966,372513,227816,624,38466,27824,2024-03-04 14:29:02,Open Chamber (Ambient Air),1974,
26298,30353,36239,28747,673190,3079150,502233,1993,9791,4460,1977,372954,227390,629,38488,27824,2024-03-04 14:29:17,Open Chamber (Ambient Air),1974,
26300,30334,36172,28773,670777,3067781,502013,1992,9788,4460,1958,373527,227598,622,38420,27818,2024-03-04 14:29:31,Open Chamber (Ambient Air),1974,
26298,30334,36175,28784,672556,3080941,504498,1992,9790,4460,1943,372330,227789,614,38425,27824,2024-03-04 14:30:01,Open Chamber (Ambient Air),1974,
26304,30335,36196,28773,669267,3087864,506499,1992,9787,4458,1950,373211,228059,613,38397,27826,2024-03-04 14:30:31,Open Chamber (Ambient Air),1974,
26287,30339,36181,28743,668876,3085944,501538,1992,9783,4459,1958,373689,227834,616,38475,27829,2024-03-04 14:30:45,Open Chamber (Ambient Air),1974,
26292,30323,36148,28770,670014,3112999,504711,1992,9784,4457,1957,374379,228117,618,38427,27858,2024-03-04 14:31:00,Open Chamber (Ambient Air),1974,
26289,30340,36181,28749,669746,3079059,505905,1991,9778,4456,1973,375138,228303,624,38406,27810,2024-03-04 14:31:15,Open Chamber (Ambient Air),1974,
26295,30357,36161,28763,670467,3107649,503790,1991,9781,4457,1970,375633,228558,626,38466,27858,2024-03-04 14:31:30,Open Chamber (Ambient Air),1974,
26287,30349,36175,28790,671500,3064806,503915,1989,9777,4458,1944,374167,228566,613,38452,27813,2024-03-04 14:31:45,Open Chamber (Ambient Air),1974,
26277,30345,36203,28775,672234,3098184,506942,1991,9779,4456,1948,377007,228705,619,38500,27848,2024-03-04 14:31:59,Open Chamber (Ambient Air),1974,
26297,30319,36151,28784,669307,3094570,510078,1988,9779,4456,1941,373254,228710,614,38464,27840,2024-03-04 14:32:14,Open Chamber (Ambient Air),1974,
26293,30309,36201,28751,672461,3098298,507035,1991,9779,4456,1938,373239,228865,614,38458,27826,2024-03-04 14:32:29,Open Chamber (Ambient Air),1974,
26268,30324,36200,28780,670225,3081671,504937,1988,9779,4454,1921,371766,228865,602,38445,27834,2024-03-04 14:32:44,Open Chamber (Ambient Air),1974,
26283,30330,36227,28728,666925,3127411,503241,1988,9775,4454,1922,371820,229028,608,38466,27856,2024-03-04 14:32:59,Open Chamber (Ambient Air),1974,
26279,30319,36167,28743,671320,3104526,504995,1988,9775,4453,1937,372167,228984,611,38500,27840,2024-03-04 14:33:13,Open Chamber (Ambient Air),1974,
26285,30300,36179,28737,672732,3101827,503598,1989,9774,4452,1930,373142,229223,606,38481,27824,2024-03-04 14:33:28,Open Chamber (Ambient Air),1974,
26295,30301,36187,28721,670835,3029400,503335,1987,9777,4453,1940,372386,229271,617,38414,27821,2024-03-04 14:33:43,Open Chamber (Ambient Air),1974,
26264,30339,36153,28738,670328,3091860,500679,1990,9773,4453,1963,372713,229661,630,38397,27824,2024-03-04 14:33:58,Open Chamber (Ambient Air),1974,
26280,30306,36129,28745,668969,3038356,495835,1987,9773,4450,1972,372212,229781,632,38450,27840,2024-03-04 14:34:13,Open Chamber (Ambient Air),1974,
26286,30326,36201,28770,671414,3060427,496166,1987,9770,4452,1964,375535,231099,626,38433,27850,2024-03-04 14:34:50,Open Chamber (Ambient Air),1974,
26275,30324,36181,28672,669261,3081326,499916,1986,9764,4447,1979,375132,231160,637,38361,27954,2024-03-04 14:35:12,Open Chamber (Ambient Air),1974,
26271,30300,36139,28693,671062,3059851,501290,1986,9758,4445,1968,373133,230223,630,38389,28019,2024-03-04 14:35:26,Open Chamber (Ambient Air),1974,
26249,30287,36123,28728,669325,3079574,499619,1984,9750,4443,1958,372920,230104,624,38296,28053,2024-03-04 14:35:41,Open Chamber (Ambient Air),1974,
26251,30269,36186,28720,671181,3050433,499844,1983,9747,4441,1960,372708,229918,627,38273,28072,2024-03-04 14:36:11,Open Chamber (Ambient Air),1974,
26255,30291,36094,28675,669426,2990742,502727,1981,9748,4441,1947,372651,230889,621,38345,28077,2024-03-04 14:36:26,Open Chamber (Ambient Air),1974,
26258,30263,36082,28699,671735,3043895,504468,1982,9745,4442,1948,373275,229898,623,38307,28069,2024-03-04 14:36:41,Open Chamber (Ambient Air),1974,
26248,30288,36115,28710,668290,3044848,498539,1984,9748,4443,1932,372056,230042,615,38330,28029,2024-03-04 14:36:56,Open Chamber (Ambient Air),1974,
26252,30283,36122,28685,669394,3081373,499143,1983,9745,4440,1946,372094,229893,619,38368,28069,2024-03-04 14:37:10,Open Chamber (Ambient Air),1974,
26253,30274,36147,28672,672016,3086692,503104,1983,9745,4441,1945,373195,230210,620,38382,28045,2024-03-04 14:37:25,Open Chamber (Ambient Air),1974,
26257,30283,36096,28702,670742,3083817,505352,1981,9743,4439,1942,372849,230222,616,38347,28080,2024-03-04 14:37:40,Open Chamber (Ambient Air),1974,
26255,30281,36110,28685,669524,3021558,501140,1981,9744,4437,1928,371816,230260,611,38399,28032,2024-03-04 14:37:55,Open Chamber (Ambient Air),1974,
26252,30288,36074,28674,667855,3016080,502814,1983,9742,4439,1937,371956,230815,616,38328,28011,2024-03-04 14:38:10,Open Chamber (Ambient Air),1974,
26243,30276,36087,28654,670279,3017223,502306,1981,9741,4438,1918,373594,230949,607,38292,28032,2024-03-04 14:38:24,Open Chamber (Ambient Air),1974,
26249,30278,36108,28704,670237,3021644,501273,1980,9744,4437,1951,373119,230385,624,38399,28035,2024-03-04 14:38:39,Open Chamber (Ambient Air),1974,
26251,30287,36035,28678,668949,3052126,498850,1981,9743,4434,1954,372011,230652,626,38374,28064,2024-03-04 14:38:54,Open Chamber (Ambient Air),1974,
